,0,1,2,3,4,5,6,7,8,9,10,11,12
1608,intro,init-price,,,,,,,,,,,
1609,intro,counter-price,,,,,,,,,,,
1610,intro,init-price,agree,,,,,,,,,,
1611,intro,disagree,counter-price,agree,,,,,,,,,
1612,intro,init-price,counter-price,,,,,,,,,,
1613,intro,init-price,counter-price,,,,,,,,,,
1614,intro,disagree,,,,,,,,,,,
1615,intro,disagree,counter-price,counter-price,,,,,,,,,
1616,intro,counter-price,disagree,counter-price,vague-price,,,,,,,,
1617,intro,init-price,insist,,,,,,,,,,
1618,intro,init-price,,,,,,,,,,,
1619,intro,init-price,disagree,,,,,,,,,,
1620,intro,counter-price,,,,,,,,,,,
1621,intro,init-price,counter-price,counter-price,,,,,,,,,
1622,intro,counter-price,,,,,,,,,,,
1623,init-price,counter-price,,,,,,,,,,,
1624,intro,init-price,,,,,,,,,,,
1625,intro,counter-price,,,,,,,,,,,
1626,intro,counter-price,,,,,,,,,,,
1627,intro,disagree,counter-price,,,,,,,,,,
1628,intro,inquiry,init-price,counter-price,,,,,,,,,
1629,intro,counter-price,,,,,,,,,,,
1630,intro,counter-price,counter-price,,,,,,,,,,
1631,intro,disagree,disagree,init-price,,,,,,,,,
1632,intro,init-price,counter-price,,,,,,,,,,
1633,intro,init-price,inquiry,,,,,,,,,,
1634,intro,init-price,counter-price,,,,,,,,,,
1635,intro,init-price,,,,,,,,,,,
1636,intro,counter-price,,,,,,,,,,,
1637,intro,disagree,counter-price,,,,,,,,,,
1638,intro,init-price,counter-price,insist,,,,,,,,,
1639,intro,counter-price,counter-price,counter-price,,,,,,,,,
1640,intro,init-price,counter-price,,,,,,,,,,
1641,intro,init-price,counter-price,,,,,,,,,,
1642,intro,init-price,disagree,,,,,,,,,,
1643,intro,init-price,counter-price,,,,,,,,,,
1644,intro,disagree,counter-price,counter-price,,,,,,,,,
1645,intro,init-price,disagree,,,,,,,,,,
1646,intro,init-price,counter-price,,,,,,,,,,
1647,intro,init-price,counter-price,,,,,,,,,,
1648,intro,init-price,,,,,,,,,,,
1649,intro,disagree,counter-price,,,,,,,,,,
1650,intro,counter-price,,,,,,,,,,,
1651,intro,counter-price,,,,,,,,,,,
1652,intro,init-price,,,,,,,,,,,
1653,intro,init-price,,,,,,,,,,,
1654,intro,init-price,counter-price,counter-price,inquiry,,,,,,,,
1655,intro,counter-price,vague-price,counter-price,,,,,,,,,
1656,intro,disagree,disagree,,,,,,,,,,
1657,intro,init-price,counter-price,,,,,,,,,,
1658,intro,intro,counter-price,counter-price,,,,,,,,,
1659,intro,inquiry,counter-price,counter-price,agree,disagree,,,,,,,
1660,intro,counter-price,agree,agree,,,,,,,,,
1661,intro,init-price,counter-price,inquiry,agree,,,,,,,,
1662,intro,disagree,disagree,counter-price,,,,,,,,,
1663,intro,init-price,agree,counter-price,disagree,,,,,,,,
1664,intro,init-price,,,,,,,,,,,
1665,intro,agree,,,,,,,,,,,
1666,intro,init-price,disagree,disagree,,,,,,,,,
1667,counter-price,,,,,,,,,,,,
1668,intro,disagree,disagree,counter-price,counter-price,,,,,,,,
1669,intro,counter-price,,,,,,,,,,,
1670,intro,counter-price,,,,,,,,,,,
1671,intro,counter-price,counter-price,agree,,,,,,,,,
1672,intro,inquiry,counter-price,,,,,,,,,,
1673,intro,init-price,,,,,,,,,,,
1674,intro,counter-price,,,,,,,,,,,
1675,intro,disagree,counter-price,,,,,,,,,,
1676,intro,disagree,counter-price,,,,,,,,,,
1677,intro,inquiry,vague-price,agree,,,,,,,,,
1678,intro,vague-price,counter-price,agree,disagree,,,,,,,,
1679,intro,inquiry,disagree,counter-price,,,,,,,,,
1680,intro,init-price,counter-price,,,,,,,,,,
1681,intro,disagree,inquiry,counter-price,agree,,,,,,,,
1682,intro,disagree,disagree,disagree,counter-price,counter-price,counter-price,,,,,,
1683,intro,init-price,,,,,,,,,,,
1684,intro,counter-price,agree,agree,,,,,,,,,
1685,intro,disagree,init-price,agree,,,,,,,,,
1686,intro,disagree,,,,,,,,,,,
1687,intro,disagree,init-price,,,,,,,,,,
1688,intro,init-price,disagree,,,,,,,,,,
1689,intro,counter-price,counter-price,,,,,,,,,,
1690,intro,counter-price,counter-price,insist,,,,,,,,,
1691,intro,init-price,inquiry,agree,,,,,,,,,
1692,intro,inquiry,counter-price,counter-price,,,,,,,,,
1693,intro,init-price,,,,,,,,,,,
1694,intro,counter-price,counter-price,counter-price,insist,,,,,,,,
1695,intro,init-price,agree,counter-price,,,,,,,,,
1696,intro,inquiry,counter-price,,,,,,,,,,
1697,intro,inquiry,vague-price,counter-price,agree,,,,,,,,
1698,intro,init-price,counter-price,,,,,,,,,,
1699,intro,disagree,agree,counter-price,,,,,,,,,
1700,intro,init-price,,,,,,,,,,,
1701,intro,disagree,counter-price,,,,,,,,,,
1702,intro,init-price,counter-price,,,,,,,,,,
1703,intro,init-price,inquiry,vague-price,counter-price,,,,,,,,
1704,intro,disagree,counter-price,,,,,,,,,,
1705,intro,agree,,,,,,,,,,,
1706,intro,init-price,counter-price,agree,,,,,,,,,
1707,intro,init-price,counter-price,,,,,,,,,,
1708,intro,disagree,disagree,counter-price,,,,,,,,,
1709,intro,counter-price,agree,,,,,,,,,,
1710,intro,inquiry,counter-price,counter-price,agree,,,,,,,,
1711,intro,init-price,counter-price,disagree,,,,,,,,,
1712,intro,disagree,counter-price,counter-price,,,,,,,,,
1713,intro,init-price,,,,,,,,,,,
1714,intro,init-price,,,,,,,,,,,
1715,init-price,,,,,,,,,,,,
1716,init-price,disagree,counter-price,,,,,,,,,,
1717,intro,counter-price,counter-price,,,,,,,,,,
1718,intro,init-price,disagree,counter-price,,,,,,,,,
1719,intro,disagree,disagree,init-price,agree,agree,,,,,,,
1720,intro,disagree,init-price,agree,,,,,,,,,
1721,intro,init-price,vague-price,,,,,,,,,,
1722,intro,init-price,,,,,,,,,,,
1723,init-price,disagree,disagree,counter-price,agree,,,,,,,,
1724,intro,inquiry,counter-price,counter-price,,,,,,,,,
1725,intro,inquiry,disagree,init-price,,,,,,,,,
1726,intro,disagree,,,,,,,,,,,
1727,intro,init-price,disagree,counter-price,,,,,,,,,
1728,intro,,,,,,,,,,,,
1729,intro,disagree,init-price,,,,,,,,,,
1730,intro,init-price,inquiry,counter-price,,,,,,,,,
1731,intro,counter-price,disagree,agree,,,,,,,,,
1732,intro,disagree,counter-price,,,,,,,,,,
1733,intro,init-price,disagree,inquiry,counter-price,,,,,,,,
1734,intro,init-price,counter-price,,,,,,,,,,
1735,intro,counter-price,,,,,,,,,,,
1736,intro,inquiry,inquiry,inquiry,init-price,counter-price,,,,,,,
1737,intro,disagree,disagree,disagree,counter-price,inquiry,inquiry,,,,,,
1738,intro,init-price,inquiry,counter-price,,,,,,,,,
1739,intro,disagree,counter-price,,,,,,,,,,
1740,intro,inquiry,counter-price,,,,,,,,,,
1741,intro,inquiry,counter-price,,,,,,,,,,
1742,intro,disagree,inquiry,disagree,init-price,,,,,,,,
1743,intro,disagree,init-price,,,,,,,,,,
1744,intro,agree,agree,,,,,,,,,,
1745,intro,counter-price,counter-price,,,,,,,,,,
1746,intro,init-price,counter-price,,,,,,,,,,
1747,intro,init-price,counter-price,,,,,,,,,,
1748,intro,disagree,,,,,,,,,,,
1749,intro,counter-price,,,,,,,,,,,
1750,intro,counter-price,,,,,,,,,,,
1751,intro,disagree,counter-price,counter-price,,,,,,,,,
1752,intro,disagree,counter-price,,,,,,,,,,
1753,intro,inquiry,inquiry,init-price,counter-price,agree,,,,,,,
1754,intro,init-price,agree,,,,,,,,,,
1755,intro,inquiry,disagree,counter-price,,,,,,,,,
1756,intro,counter-price,inquiry,,,,,,,,,,
1757,intro,counter-price,,,,,,,,,,,
1758,intro,disagree,init-price,,,,,,,,,,
1759,intro,init-price,counter-price,,,,,,,,,,
1760,intro,inquiry,counter-price,counter-price,,,,,,,,,
1761,intro,counter-price,,,,,,,,,,,
1762,intro,inquiry,counter-price,agree,,,,,,,,,
1763,intro,init-price,counter-price,,,,,,,,,,
1764,intro,disagree,counter-price,agree,,,,,,,,,
1765,intro,inquiry,disagree,counter-price,,,,,,,,,
1766,intro,init-price,disagree,counter-price,counter-price,,,,,,,,
1767,intro,counter-price,,,,,,,,,,,
1768,intro,counter-price,,,,,,,,,,,
1769,intro,init-price,,,,,,,,,,,
1770,intro,inquiry,counter-price,,,,,,,,,,
1771,intro,inquiry,counter-price,,,,,,,,,,
1772,intro,init-price,inquiry,counter-price,,,,,,,,,
1773,intro,disagree,agree,,,,,,,,,,
1774,intro,,,,,,,,,,,,
1775,intro,init-price,,,,,,,,,,,
1776,intro,inquiry,counter-price,,,,,,,,,,
1777,intro,init-price,,,,,,,,,,,
1778,intro,disagree,counter-price,counter-price,,,,,,,,,
1779,intro,disagree,counter-price,,,,,,,,,,
1780,intro,init-price,counter-price,agree,,,,,,,,,
1781,intro,init-price,,,,,,,,,,,
1782,intro,init-price,counter-price,,,,,,,,,,
1783,intro,counter-price,,,,,,,,,,,
1784,intro,init-price,counter-price,counter-price,disagree,agree,,,,,,,
1785,intro,inquiry,,,,,,,,,,,
1786,intro,counter-price,,,,,,,,,,,
1787,intro,init-price,,,,,,,,,,,
1788,intro,agree,,,,,,,,,,,
1789,intro,disagree,counter-price,,,,,,,,,,
1790,intro,counter-price,counter-price,,,,,,,,,,
1791,intro,inquiry,init-price,counter-price,counter-price,,,,,,,,
1792,intro,disagree,init-price,,,,,,,,,,
1793,intro,init-price,,,,,,,,,,,
1794,intro,counter-price,,,,,,,,,,,
1795,intro,counter-price,,,,,,,,,,,
1796,intro,init-price,counter-price,counter-price,agree,,,,,,,,
1797,intro,disagree,counter-price,,,,,,,,,,
1798,intro,counter-price,,,,,,,,,,,
1799,intro,counter-price,counter-price,counter-price,,,,,,,,,
1800,intro,init-price,,,,,,,,,,,
1801,intro,init-price,,,,,,,,,,,
1802,intro,inquiry,init-price,counter-price,inquiry,,,,,,,,
1803,intro,counter-price,agree,,,,,,,,,,
1804,intro,init-price,counter-price,,,,,,,,,,
1805,intro,init-price,counter-price,,,,,,,,,,
1806,intro,init-price,disagree,inquiry,counter-price,insist,,,,,,,
1807,intro,disagree,counter-price,agree,,,,,,,,,
1808,init-price,counter-price,counter-price,,,,,,,,,,
1809,intro,disagree,disagree,init-price,,,,,,,,,
1810,intro,init-price,counter-price,counter-price,counter-price,counter-price,counter-price,,,,,,
1811,intro,disagree,counter-price,,,,,,,,,,
1812,intro,intro,init-price,counter-price,counter-price,counter-price,,,,,,,
1813,intro,counter-price,agree,,,,,,,,,,
1814,intro,init-price,counter-price,insist,agree,,,,,,,,
1815,intro,counter-price,counter-price,,,,,,,,,,
1816,intro,counter-price,agree,,,,,,,,,,
1817,intro,inquiry,counter-price,,,,,,,,,,
1818,intro,inquiry,counter-price,agree,,,,,,,,,
1819,intro,disagree,counter-price,,,,,,,,,,
1820,intro,,,,,,,,,,,,
1821,intro,init-price,disagree,counter-price,counter-price,disagree,counter-price,,,,,,
1822,intro,init-price,counter-price,,,,,,,,,,
1823,intro,disagree,counter-price,,,,,,,,,,
1824,intro,init-price,counter-price,insist,,,,,,,,,
1825,intro,counter-price,inquiry,counter-price,counter-price,,,,,,,,
1826,intro,inquiry,init-price,counter-price,agree,counter-price,counter-price,counter-price,,,,,
1827,counter-price,insist,agree,,,,,,,,,,
1828,intro,disagree,counter-price,,,,,,,,,,
1829,intro,disagree,counter-price,,,,,,,,,,
1830,intro,inquiry,inquiry,counter-price,counter-price,disagree,,,,,,,
1831,intro,init-price,counter-price,,,,,,,,,,
1832,intro,disagree,init-price,counter-price,,,,,,,,,
1833,intro,init-price,counter-price,insist,agree,,,,,,,,
1834,intro,counter-price,agree,,,,,,,,,,
1835,intro,counter-price,counter-price,,,,,,,,,,
1836,intro,vague-price,counter-price,vague-price,disagree,,,,,,,,
1837,init-price,counter-price,,,,,,,,,,,
1838,intro,init-price,agree,,,,,,,,,,
1839,intro,disagree,counter-price,counter-price,counter-price,agree,,,,,,,
1840,intro,inquiry,counter-price,counter-price,agree,,,,,,,,
1841,intro,disagree,counter-price,,,,,,,,,,
1842,intro,disagree,counter-price,,,,,,,,,,
1843,intro,counter-price,,,,,,,,,,,
1844,intro,disagree,init-price,counter-price,insist,,,,,,,,
1845,intro,counter-price,agree,agree,,,,,,,,,
1846,intro,init-price,inquiry,,,,,,,,,,
1847,intro,counter-price,counter-price,,,,,,,,,,
1848,intro,disagree,,,,,,,,,,,
1849,intro,init-price,counter-price,,,,,,,,,,
1850,intro,counter-price,,,,,,,,,,,
1851,intro,counter-price,counter-price,,,,,,,,,,
1852,intro,vague-price,counter-price,,,,,,,,,,
1853,intro,init-price,counter-price,inquiry,,,,,,,,,
1854,intro,agree,,,,,,,,,,,
1855,intro,disagree,counter-price,,,,,,,,,,
1856,intro,inquiry,init-price,counter-price,,,,,,,,,
1857,intro,vague-price,agree,counter-price,,,,,,,,,
1858,intro,counter-price,,,,,,,,,,,
1859,intro,counter-price,counter-price,,,,,,,,,,
1860,intro,counter-price,insist,,,,,,,,,,
1861,intro,inquiry,init-price,counter-price,,,,,,,,,
1862,intro,init-price,counter-price,,,,,,,,,,
1863,intro,disagree,,,,,,,,,,,
1864,intro,init-price,disagree,,,,,,,,,,
1865,intro,init-price,counter-price,disagree,,,,,,,,,
1866,intro,init-price,,,,,,,,,,,
1867,intro,init-price,counter-price,agree,,,,,,,,,
1868,intro,init-price,,,,,,,,,,,
1869,intro,disagree,counter-price,,,,,,,,,,
1870,intro,init-price,counter-price,,,,,,,,,,
1871,intro,init-price,counter-price,,,,,,,,,,
1872,intro,disagree,counter-price,counter-price,counter-price,,,,,,,,
1873,intro,counter-price,counter-price,,,,,,,,,,
1874,intro,counter-price,agree,,,,,,,,,,
1875,intro,init-price,counter-price,counter-price,,,,,,,,,
1876,intro,disagree,counter-price,vague-price,,,,,,,,,
1877,intro,inquiry,counter-price,agree,,,,,,,,,
1878,intro,counter-price,,,,,,,,,,,
1879,intro,counter-price,counter-price,,,,,,,,,,
1880,intro,agree,,,,,,,,,,,
1881,intro,init-price,inquiry,counter-price,,,,,,,,,
1882,intro,,,,,,,,,,,,
1883,intro,counter-price,,,,,,,,,,,
1884,intro,init-price,counter-price,disagree,agree,,,,,,,,
1885,intro,disagree,init-price,,,,,,,,,,
1886,intro,init-price,counter-price,counter-price,,,,,,,,,
1887,intro,inquiry,init-price,counter-price,counter-price,,,,,,,,
1888,intro,init-price,agree,counter-price,,,,,,,,,
1889,intro,counter-price,counter-price,,,,,,,,,,
1890,intro,init-price,counter-price,,,,,,,,,,
1891,intro,disagree,counter-price,agree,,,,,,,,,
1892,intro,disagree,agree,,,,,,,,,,
1893,intro,counter-price,,,,,,,,,,,
1894,init-price,disagree,,,,,,,,,,,
1895,intro,counter-price,,,,,,,,,,,
1896,intro,counter-price,counter-price,,,,,,,,,,
1897,intro,inquiry,counter-price,,,,,,,,,,
1898,intro,counter-price,agree,,,,,,,,,,
1899,intro,counter-price,,,,,,,,,,,
1900,intro,counter-price,counter-price,inquiry,,,,,,,,,
1901,intro,disagree,counter-price,counter-price,counter-price,,,,,,,,
1902,intro,init-price,agree,,,,,,,,,,
1903,intro,disagree,init-price,,,,,,,,,,
1904,intro,init-price,agree,,,,,,,,,,
1905,intro,inquiry,counter-price,,,,,,,,,,
1906,intro,counter-price,,,,,,,,,,,
1907,intro,init-price,counter-price,counter-price,,,,,,,,,
1908,intro,disagree,counter-price,agree,,,,,,,,,
1909,intro,counter-price,,,,,,,,,,,
1910,intro,counter-price,,,,,,,,,,,
1911,intro,disagree,agree,,,,,,,,,,
1912,intro,inquiry,,,,,,,,,,,
1913,intro,counter-price,,,,,,,,,,,
1914,intro,,,,,,,,,,,,
1915,intro,init-price,,,,,,,,,,,
1916,intro,counter-price,,,,,,,,,,,
1917,intro,init-price,,,,,,,,,,,
1918,intro,init-price,disagree,disagree,counter-price,agree,,,,,,,
1919,intro,counter-price,,,,,,,,,,,
1920,intro,inquiry,init-price,insist,inquiry,vague-price,,,,,,,
1921,intro,counter-price,agree,,,,,,,,,,
1922,init-price,disagree,counter-price,counter-price,,,,,,,,,
1923,intro,disagree,counter-price,,,,,,,,,,
1924,intro,disagree,vague-price,counter-price,counter-price,,,,,,,,
1925,intro,disagree,inquiry,counter-price,,,,,,,,,
1926,intro,init-price,disagree,counter-price,,,,,,,,,
1927,intro,counter-price,,,,,,,,,,,
1928,intro,disagree,disagree,agree,,,,,,,,,
1929,intro,counter-price,counter-price,,,,,,,,,,
1930,intro,agree,agree,,,,,,,,,,
1931,intro,init-price,counter-price,,,,,,,,,,
1932,intro,inquiry,counter-price,inquiry,,,,,,,,,
1933,intro,disagree,disagree,counter-price,,,,,,,,,
1934,intro,counter-price,disagree,agree,,,,,,,,,
1935,intro,inquiry,counter-price,,,,,,,,,,
1936,intro,disagree,counter-price,,,,,,,,,,
1937,intro,counter-price,,,,,,,,,,,
1938,intro,init-price,counter-price,,,,,,,,,,
1939,intro,inquiry,,,,,,,,,,,
1940,intro,counter-price,,,,,,,,,,,
1941,intro,counter-price,,,,,,,,,,,
1942,intro,counter-price,,,,,,,,,,,
1943,intro,init-price,,,,,,,,,,,
1944,intro,counter-price,,,,,,,,,,,
1945,intro,agree,agree,,,,,,,,,,
1946,intro,counter-price,,,,,,,,,,,
1947,intro,init-price,disagree,counter-price,,,,,,,,,
1948,intro,counter-price,,,,,,,,,,,
1949,intro,init-price,counter-price,,,,,,,,,,
1950,intro,disagree,counter-price,counter-price,,,,,,,,,
1951,intro,disagree,counter-price,,,,,,,,,,
1952,intro,disagree,init-price,,,,,,,,,,
1953,intro,counter-price,,,,,,,,,,,
1954,intro,init-price,vague-price,counter-price,inquiry,,,,,,,,
1955,intro,init-price,disagree,counter-price,,,,,,,,,
1956,intro,counter-price,disagree,counter-price,,,,,,,,,
1957,intro,inquiry,counter-price,agree,,,,,,,,,
1958,intro,init-price,,,,,,,,,,,
1959,intro,counter-price,agree,,,,,,,,,,
1960,intro,disagree,disagree,counter-price,disagree,,,,,,,,
1961,intro,inquiry,counter-price,,,,,,,,,,
1962,intro,disagree,init-price,,,,,,,,,,
1963,intro,init-price,counter-price,inquiry,,,,,,,,,
1964,intro,disagree,counter-price,,,,,,,,,,
1965,intro,counter-price,counter-price,,,,,,,,,,
1966,intro,init-price,vague-price,,,,,,,,,,
1967,intro,disagree,inquiry,disagree,counter-price,counter-price,,,,,,,
1968,intro,disagree,counter-price,agree,,,,,,,,,
1969,intro,inquiry,init-price,,,,,,,,,,
1970,intro,disagree,disagree,init-price,,,,,,,,,
1971,intro,init-price,inquiry,counter-price,,,,,,,,,
1972,intro,inquiry,counter-price,,,,,,,,,,
1973,intro,init-price,inquiry,counter-price,,,,,,,,,
1974,intro,init-price,counter-price,counter-price,disagree,,,,,,,,
1975,intro,init-price,counter-price,counter-price,,,,,,,,,
1976,intro,init-price,counter-price,vague-price,counter-price,,,,,,,,
1977,intro,init-price,counter-price,disagree,agree,,,,,,,,
1978,intro,vague-price,counter-price,,,,,,,,,,
1979,intro,init-price,counter-price,,,,,,,,,,
1980,intro,counter-price,insist,,,,,,,,,,
1981,intro,,,,,,,,,,,,
1982,intro,disagree,counter-price,counter-price,,,,,,,,,
1983,intro,init-price,disagree,counter-price,,,,,,,,,
1984,intro,init-price,disagree,agree,,,,,,,,,
1985,intro,disagree,counter-price,counter-price,,,,,,,,,
1986,intro,init-price,counter-price,agree,,,,,,,,,
1987,intro,init-price,counter-price,,,,,,,,,,
1988,intro,counter-price,,,,,,,,,,,
1989,intro,disagree,counter-price,,,,,,,,,,
1990,intro,init-price,,,,,,,,,,,
1991,intro,counter-price,agree,,,,,,,,,,
1992,intro,disagree,counter-price,inquiry,disagree,,,,,,,,
1993,intro,inquiry,counter-price,,,,,,,,,,
1994,intro,init-price,counter-price,,,,,,,,,,
1995,intro,inquiry,counter-price,counter-price,,,,,,,,,
1996,intro,inquiry,disagree,agree,,,,,,,,,
1997,intro,disagree,counter-price,insist,,,,,,,,,
1998,intro,init-price,counter-price,,,,,,,,,,
1999,intro,counter-price,,,,,,,,,,,
2000,intro,counter-price,,,,,,,,,,,
2001,intro,counter-price,,,,,,,,,,,
2002,intro,disagree,inquiry,counter-price,,,,,,,,,
2003,intro,init-price,counter-price,,,,,,,,,,
2004,intro,init-price,counter-price,inquiry,,,,,,,,,
2005,intro,inquiry,disagree,agree,agree,,,,,,,,
2006,intro,disagree,disagree,counter-price,,,,,,,,,
2007,intro,init-price,counter-price,inquiry,counter-price,,,,,,,,
2008,intro,disagree,counter-price,inquiry,agree,,,,,,,,
2009,intro,disagree,insist,disagree,,,,,,,,,
2010,intro,init-price,,,,,,,,,,,
2011,intro,counter-price,,,,,,,,,,,
2012,intro,init-price,disagree,,,,,,,,,,
2013,intro,init-price,counter-price,,,,,,,,,,
2014,intro,disagree,disagree,,,,,,,,,,
2015,intro,counter-price,agree,,,,,,,,,,
2016,intro,disagree,counter-price,,,,,,,,,,
2017,intro,init-price,counter-price,insist,agree,,,,,,,,
2018,intro,counter-price,counter-price,,,,,,,,,,
2019,intro,inquiry,init-price,counter-price,,,,,,,,,
2020,intro,counter-price,counter-price,,,,,,,,,,
2021,intro,agree,counter-price,,,,,,,,,,
2022,intro,init-price,counter-price,,,,,,,,,,
2023,intro,disagree,inquiry,counter-price,,,,,,,,,
2024,intro,disagree,counter-price,,,,,,,,,,
2025,intro,counter-price,,,,,,,,,,,
2026,intro,init-price,disagree,inquiry,,,,,,,,,
2027,intro,init-price,counter-price,,,,,,,,,,
2028,intro,disagree,init-price,counter-price,,,,,,,,,
2029,intro,disagree,agree,,,,,,,,,,
2030,intro,init-price,counter-price,,,,,,,,,,
2031,intro,init-price,,,,,,,,,,,
2032,intro,counter-price,,,,,,,,,,,
2033,intro,inquiry,disagree,disagree,counter-price,,,,,,,,
2034,intro,disagree,counter-price,counter-price,agree,,,,,,,,
2035,intro,init-price,counter-price,inquiry,,,,,,,,,
2036,intro,counter-price,counter-price,,,,,,,,,,
2037,intro,disagree,init-price,disagree,counter-price,,,,,,,,
2038,intro,init-price,counter-price,counter-price,,,,,,,,,
2039,intro,disagree,init-price,counter-price,counter-price,,,,,,,,
2040,init-price,disagree,counter-price,,,,,,,,,,
2041,intro,,,,,,,,,,,,
2042,intro,disagree,disagree,counter-price,,,,,,,,,
2043,intro,init-price,,,,,,,,,,,
2044,intro,init-price,,,,,,,,,,,
2045,intro,vague-price,agree,,,,,,,,,,
2046,intro,counter-price,agree,,,,,,,,,,
2047,intro,disagree,counter-price,,,,,,,,,,
2048,intro,counter-price,disagree,,,,,,,,,,
2049,intro,inquiry,disagree,counter-price,,,,,,,,,
2050,intro,counter-price,,,,,,,,,,,
2051,intro,counter-price,agree,,,,,,,,,,
2052,intro,init-price,vague-price,counter-price,agree,,,,,,,,
2053,intro,disagree,agree,,,,,,,,,,
2054,intro,init-price,counter-price,,,,,,,,,,
2055,intro,disagree,disagree,counter-price,agree,,,,,,,,
2056,intro,init-price,,,,,,,,,,,
2057,intro,disagree,counter-price,,,,,,,,,,
2058,intro,counter-price,,,,,,,,,,,
2059,intro,inquiry,disagree,counter-price,,,,,,,,,
2060,intro,counter-price,,,,,,,,,,,
2061,intro,init-price,inquiry,counter-price,,,,,,,,,
2062,intro,init-price,counter-price,,,,,,,,,,
2063,intro,counter-price,agree,,,,,,,,,,
2064,intro,init-price,,,,,,,,,,,
2065,intro,inquiry,counter-price,,,,,,,,,,
2066,intro,agree,,,,,,,,,,,
2067,intro,init-price,disagree,agree,,,,,,,,,
2068,intro,disagree,disagree,,,,,,,,,,
2069,intro,init-price,insist,,,,,,,,,,
2070,intro,init-price,counter-price,,,,,,,,,,
2071,intro,counter-price,counter-price,counter-price,counter-price,,,,,,,,
2072,intro,counter-price,,,,,,,,,,,
2073,intro,disagree,counter-price,disagree,,,,,,,,,
2074,intro,init-price,counter-price,agree,,,,,,,,,
2075,intro,counter-price,counter-price,,,,,,,,,,
2076,intro,counter-price,agree,,,,,,,,,,
2077,intro,init-price,disagree,counter-price,,,,,,,,,
2078,inquiry,agree,,,,,,,,,,,
2079,intro,counter-price,agree,,,,,,,,,,
2080,intro,disagree,counter-price,,,,,,,,,,
2081,intro,vague-price,counter-price,,,,,,,,,,
2082,intro,disagree,agree,,,,,,,,,,
2083,intro,counter-price,,,,,,,,,,,
2084,intro,counter-price,counter-price,,,,,,,,,,
2085,intro,init-price,inquiry,agree,,,,,,,,,
2086,intro,disagree,counter-price,,,,,,,,,,
2087,intro,disagree,,,,,,,,,,,
2088,intro,init-price,disagree,,,,,,,,,,
2089,intro,inquiry,counter-price,,,,,,,,,,
2090,intro,vague-price,inquiry,disagree,counter-price,,,,,,,,
2091,intro,init-price,agree,,,,,,,,,,
2092,intro,counter-price,,,,,,,,,,,
2093,intro,init-price,inquiry,counter-price,,,,,,,,,
2094,intro,init-price,,,,,,,,,,,
2095,intro,init-price,,,,,,,,,,,
2096,intro,disagree,init-price,counter-price,counter-price,counter-price,,,,,,,
2097,intro,,,,,,,,,,,,
2098,intro,init-price,counter-price,,,,,,,,,,
2099,intro,inquiry,counter-price,,,,,,,,,,
2100,init-price,inquiry,counter-price,,,,,,,,,,
2101,intro,counter-price,,,,,,,,,,,
2102,intro,counter-price,counter-price,,,,,,,,,,
2103,intro,init-price,counter-price,,,,,,,,,,
2104,intro,disagree,counter-price,agree,,,,,,,,,
2105,intro,,,,,,,,,,,,
2106,intro,init-price,,,,,,,,,,,
2107,intro,counter-price,,,,,,,,,,,
2108,intro,agree,,,,,,,,,,,
2109,intro,agree,,,,,,,,,,,
2110,intro,disagree,,,,,,,,,,,
2111,intro,counter-price,agree,,,,,,,,,,
2112,intro,init-price,counter-price,,,,,,,,,,
2113,intro,inquiry,counter-price,,,,,,,,,,
2114,intro,counter-price,counter-price,,,,,,,,,,
2115,intro,counter-price,counter-price,,,,,,,,,,
2116,intro,init-price,counter-price,agree,,,,,,,,,
2117,intro,init-price,,,,,,,,,,,
2118,intro,counter-price,agree,agree,,,,,,,,,
2119,intro,inquiry,agree,,,,,,,,,,
2120,intro,init-price,disagree,counter-price,counter-price,,,,,,,,
2121,intro,counter-price,counter-price,,,,,,,,,,
2122,intro,counter-price,agree,,,,,,,,,,
2123,intro,counter-price,,,,,,,,,,,
2124,intro,counter-price,,,,,,,,,,,
2125,intro,init-price,disagree,counter-price,,,,,,,,,
2126,intro,counter-price,,,,,,,,,,,
2127,intro,init-price,insist,,,,,,,,,,
2128,intro,counter-price,,,,,,,,,,,
2129,init-price,counter-price,,,,,,,,,,,
2130,intro,disagree,counter-price,agree,agree,,,,,,,,
2131,intro,disagree,disagree,counter-price,disagree,,,,,,,,
2132,intro,disagree,counter-price,,,,,,,,,,
2133,intro,counter-price,counter-price,,,,,,,,,,
2134,intro,counter-price,,,,,,,,,,,
2135,intro,counter-price,,,,,,,,,,,
2136,intro,disagree,counter-price,counter-price,counter-price,,,,,,,,
2137,intro,disagree,counter-price,,,,,,,,,,
2138,intro,disagree,init-price,,,,,,,,,,
2139,intro,counter-price,counter-price,,,,,,,,,,
2140,intro,counter-price,counter-price,,,,,,,,,,
2141,intro,counter-price,disagree,,,,,,,,,,
2142,intro,counter-price,agree,,,,,,,,,,
2143,intro,init-price,inquiry,,,,,,,,,,
2144,intro,counter-price,,,,,,,,,,,
2145,intro,counter-price,agree,,,,,,,,,,
2146,intro,init-price,counter-price,inquiry,counter-price,counter-price,,,,,,,
2147,intro,disagree,counter-price,,,,,,,,,,
2148,intro,init-price,counter-price,,,,,,,,,,
2149,intro,disagree,disagree,counter-price,,,,,,,,,
2150,intro,disagree,counter-price,,,,,,,,,,
2151,intro,init-price,disagree,counter-price,,,,,,,,,
